ph,nitrogenio,fosforo,postassio,probabilidade_precipitacao,chuva_3h,bloqueio_meteorológico,estado_bomba,mes,hora
5.724975958139067,1,1,1,0.64,0.26,1,0,4,7
6.492914817126763,0,1,1,0.34,0.03,0,0,1,14
6.127585339631517,1,1,0,0.38,1.71,0,0,5,21
6.283079449427502,1,1,1,0.54,0.05,0,0,5,9
5.67964166394427,1,1,1,0.17,1.42,0,0,1,6
6.096359255857296,1,1,1,0.23,1.84,0,0,3,1
6.773995906924444,1,1,0,0.97,0.83,1,0,3,9
5.75494728947502,1,1,1,0.82,3.41,1,0,4,14
6.466793688178773,1,1,1,0.31,0.03,0,1,4,12
7.100930229460388,1,1,1,0.89,0.1,1,0,1,3
6.802889535077958,1,1,1,0.07,0.17,0,0,3,12
7.368237288873072,1,0,1,0.03,3.25,1,0,9,20
6.814695022620237,1,1,0,0.46,0.06,0,0,10,6
6.862853579926204,0,1,1,0.37,0.3,0,0,9,7
7.790629477114493,1,0,0,0.92,0.08,1,0,1,15
6.762818248858842,1,1,1,0.9,1.96,1,0,6,14
6.387373659023552,1,1,1,0.96,0.46,1,0,5,3
6.287811020773985,1,1,1,0.87,1.09,1,0,6,13
6.925835696856836,1,1,1,0.94,0.05,1,0,8,0
6.87517763723748,1,1,1,0.48,0.08,0,0,10,11
7.254203824090128,1,1,1,0.59,0.22,0,0,6,13
6.178279285077785,1,0,1,0.71,0.66,1,0,2,18
7.307724706429247,1,1,1,0.0,0.65,0,0,6,19
5.869570035915677,1,1,1,0.67,2.76,1,0,4,4
6.392309742274254,1,1,0,0.24,0.29,0,0,7,20
6.91221992770069,1,1,1,0.76,1.55,1,0,2,8
6.260266298427769,0,1,1,0.35,0.22,0,0,4,6
7.856117726946008,1,1,1,0.44,0.47,0,0,3,10
6.0378980825490345,1,1,1,0.77,0.0,1,0,10,7
7.0342781995123485,1,1,1,0.83,0.76,1,0,7,11
6.818840263674765,1,1,1,0.46,0.56,0,0,11,10
7.235505450044424,0,1,0,0.54,1.3,0,0,4,12
6.83714162697551,1,1,1,0.33,0.96,0,0,1,20
7.437420506015129,1,1,1,0.12,1.33,0,0,1,8
6.118353715639072,0,1,1,0.76,0.0,1,0,1,18
6.899346942382277,1,1,1,0.63,0.65,1,0,2,8
5.754868225681824,1,1,1,0.83,2.37,1,0,1,19
6.991912939193795,1,1,1,0.54,4.44,1,0,7,23
5.151615247136217,1,1,1,0.39,0.22,0,0,2,4
6.146708116794538,1,0,1,0.4,1.36,0,0,7,21
6.9207176806756445,1,1,1,0.59,1.64,0,0,12,4
6.319644341044365,1,1,1,0.98,0.08,1,0,11,22
6.247895435259282,1,1,1,0.09,0.17,0,0,7,16
8.226709666625565,1,1,1,0.86,0.75,1,0,5,16
5.558364808273868,1,1,1,0.35,0.41,0,0,4,19
6.79182730383723,1,1,1,0.57,1.06,0,0,11,9
6.540275999303801,1,1,0,0.69,1.65,1,0,12,20
5.779951953738444,1,1,0,0.46,0.56,0,0,8,11
7.426551846096991,1,1,1,0.15,1.02,0,0,5,16
6.138338903544742,0,1,1,0.6,0.46,1,0,11,13
5.00573066461275,1,1,1,0.75,0.18,1,0,12,14
5.81256981271867,1,1,1,0.37,1.39,0,0,12,1
6.650063897466676,1,1,1,0.64,0.7,1,0,4,14
5.4807382661095065,1,1,0,0.76,0.05,1,0,12,3
6.2840926806968405,1,1,1,0.45,0.13,0,1,4,2
5.927629049712079,1,1,1,0.61,0.02,1,0,4,3
7.0503642959645845,1,1,1,1.0,0.42,1,0,5,16
6.014126869675975,1,1,1,0.8,0.37,1,0,5,1
5.809403351420944,1,1,1,0.7,0.23,1,0,11,2
6.258710815478329,1,1,1,0.59,1.68,0,1,8,3
7.176012779384591,1,1,1,0.59,1.47,0,0,7,7
5.172582398726639,1,1,1,0.54,1.96,0,0,8,1
6.568330293096817,0,1,1,0.62,2.34,1,0,8,17
6.352629000212568,1,1,1,0.26,0.17,0,0,5,1
6.008516947764986,1,1,1,0.41,0.88,0,1,1,3
6.169570442558831,1,1,1,0.6,0.95,1,0,9,1
7.632850832480359,1,1,1,0.74,0.49,1,0,11,5
7.499433827303897,1,1,1,0.18,3.28,1,0,1,0
5.718059178237674,1,1,1,0.26,0.31,0,0,3,23
7.411765558495352,1,0,0,0.6,1.99,1,0,8,19
7.631338919139677,1,1,1,0.7,0.33,1,0,12,12
6.600208176005391,1,1,1,0.9,0.17,1,0,6,10
5.975439189967515,0,1,0,0.19,0.99,0,0,5,15
6.29816055966622,0,1,1,0.62,0.68,1,0,10,15
6.375724797606329,1,1,1,0.89,1.43,1,0,4,1
6.653931324455488,1,0,1,0.2,0.01,0,0,3,15
6.496582662474422,1,0,1,0.68,0.2,1,0,2,0
5.26182786261673,0,0,1,0.51,0.16,0,0,5,18
6.725598953968388,1,1,1,0.68,1.19,1,0,9,2
5.849576241550576,1,1,1,0.16,0.1,0,0,1,22
7.417123413172639,0,1,1,0.46,0.31,0,0,3,1
5.7497603444368375,1,1,1,0.14,0.07,0,0,6,16
5.5432688207517815,1,1,1,0.99,0.32,1,0,8,23
6.371845282557816,0,1,1,0.26,1.41,0,0,9,15
6.47441932120339,1,0,1,0.26,1.04,0,0,9,18
6.573487530865933,0,1,1,0.19,2.33,1,0,1,21
6.948547895297154,1,1,1,0.75,0.03,1,0,1,5
6.112854062748727,1,0,1,0.64,0.27,1,0,4,3
5.021941009111958,1,1,1,0.89,0.74,1,0,12,12
6.220044038324948,1,1,1,0.32,6.31,1,0,2,4
6.8491196656920375,1,1,1,0.03,0.6,0,0,7,17
7.048655369830824,1,1,1,0.76,0.91,1,0,7,6
6.04781003857533,1,1,1,0.79,0.11,1,0,6,10
6.4975103419802265,1,0,1,0.71,2.09,1,0,6,16
5.842546835675615,1,1,1,0.09,0.19,0,0,5,10
6.877040971542768,1,1,1,0.39,1.06,0,0,6,2
6.424436914080012,1,1,1,0.24,0.37,0,0,1,0
6.877137257578571,1,1,1,0.24,0.73,0,0,7,7
7.465281755838604,1,1,1,0.85,2.28,1,0,9,21
6.967531935287629,1,0,1,0.48,0.24,0,0,3,16
6.915264870903695,0,1,1,0.92,0.97,1,0,2,2
7.851419470829739,1,1,1,0.31,0.37,0,0,5,19
5.740688130411932,0,1,1,0.84,0.7,1,0,2,3
6.64141762307898,1,1,1,0.77,0.1,1,0,10,16
6.214091442632562,1,1,1,0.15,0.39,0,0,9,5
6.754763806928104,1,1,1,0.42,1.11,0,0,11,13
7.24820757273614,0,1,1,0.92,0.04,1,0,12,9
6.183971814757552,1,1,1,0.11,1.02,0,1,12,12
7.11672687587881,0,0,1,0.28,0.45,0,0,8,22
6.489301735633006,0,1,0,0.46,0.08,0,0,6,19
6.811976856096174,1,1,1,0.52,0.09,0,0,12,14
6.102269285362127,1,0,1,0.71,0.46,1,0,7,22
6.56674280208092,1,1,1,0.59,4.43,1,0,8,20
7.029797349683415,1,1,1,0.03,1.73,0,0,5,8
6.800262477006594,1,1,0,0.52,9.38,1,0,9,2
7.650624310482206,1,1,1,0.79,0.73,1,0,4,5
6.26900989611128,1,1,0,0.87,1.02,1,0,9,9
6.009780956375794,1,1,0,0.62,1.11,1,0,3,8
7.490495388942709,1,1,1,0.67,0.93,1,0,8,4
5.821922518220315,1,1,1,0.24,3.72,1,0,11,11
6.8866223730778735,1,1,1,0.95,0.99,1,0,11,22
6.588188120078741,1,1,0,0.57,0.7,0,0,2,12
6.937224580922448,1,1,1,0.41,0.59,0,0,8,4
6.536126176454696,1,1,1,0.55,0.4,0,0,5,18
6.549721587177826,1,1,1,0.73,0.29,1,0,1,10
6.275241280089246,1,1,1,0.16,0.17,0,0,7,14
6.002621550313886,1,1,1,0.26,0.23,0,0,9,1
7.226336624134643,0,1,1,0.76,0.28,1,0,7,13
7.253049015250386,1,1,1,0.89,1.6,1,0,2,2
7.056108348969613,1,0,1,0.54,1.2,0,0,11,11
6.557139554054537,1,1,0,0.99,1.39,1,0,3,12
6.230458788437253,1,1,1,0.81,1.07,1,0,7,5
5.785272519865077,1,1,1,0.9,0.84,1,0,1,1
7.665635182671464,1,0,1,0.3,0.45,0,0,6,15
6.72781023444159,1,1,1,0.46,1.78,0,1,6,20
7.028764991149449,1,1,1,0.67,0.48,1,0,12,19
6.353257423227257,1,1,1,0.01,0.21,0,0,9,19
6.175406743391739,1,1,1,0.22,1.85,0,0,1,12
4.7157243653101215,1,1,1,0.26,0.32,0,0,10,0
6.305507329936384,1,0,1,0.73,0.45,1,0,9,18
5.902284782039185,1,1,1,0.4,1.09,0,0,2,7
8.092850333899102,0,0,1,0.72,0.19,1,0,4,4
5.667189451814095,1,1,0,0.04,1.81,0,0,7,9
6.520458593734867,1,1,1,0.93,0.45,1,0,3,5
6.400740367314537,0,1,1,0.13,0.48,0,0,12,7
6.349557870989641,1,1,1,1.0,2.19,1,0,3,0
6.552265357703399,1,1,1,0.72,1.31,1,0,10,20
6.8961743594928,0,1,0,0.16,1.74,0,0,8,21
7.415428282481568,1,1,0,0.28,0.06,0,0,12,10
6.5838737632698585,0,1,1,0.34,0.7,0,0,10,7
6.69455623522882,1,1,1,0.14,0.52,0,1,3,3
6.179214572919124,1,1,1,0.53,0.2,0,0,10,23
7.19554355423876,1,0,1,0.95,0.88,1,0,12,22
6.291741719664915,1,1,1,0.27,0.78,0,1,3,9
5.235944566677474,1,0,1,0.08,1.13,0,0,6,18
6.765050713088539,1,1,0,0.55,0.04,0,0,4,8
7.309773876679469,1,1,0,0.7,0.27,1,0,3,0
5.858961273622723,1,0,1,0.7,0.08,1,0,12,15
6.576633710543518,1,1,1,0.76,0.71,1,0,3,5
6.10336558056967,1,1,1,0.37,0.29,0,0,11,8
7.324430129770137,1,0,1,0.19,1.4,0,0,12,16
7.823796121814755,1,1,1,0.52,0.35,0,0,3,11
6.918297726579612,1,0,1,0.27,0.51,0,0,5,6
6.388433840481135,1,1,1,0.63,0.84,1,0,11,1
5.568721458467515,1,1,1,0.25,1.82,0,0,9,10
6.22673736053022,1,1,0,0.86,0.18,1,0,6,1
6.400580314251117,0,1,1,0.19,0.37,0,0,12,17
4.764510169158294,1,1,1,0.76,0.59,1,0,8,19
6.519508467192972,1,1,1,0.62,1.17,1,0,1,23
5.893169353568521,1,0,1,0.96,0.85,1,0,8,2
6.627545310709458,1,1,1,0.95,1.3,1,0,1,4
6.475995546633915,1,1,1,0.69,0.89,1,0,10,20
6.249915590923041,1,1,1,0.1,0.49,0,1,4,18
6.653995862181521,1,1,1,0.41,0.64,0,1,3,19
6.989524990218311,1,1,0,0.34,2.33,1,0,3,3
6.448466761434937,1,1,1,0.85,0.57,1,0,5,1
6.117322341737417,1,0,1,0.59,0.43,0,0,2,4
5.702258587638694,1,1,1,0.15,0.24,0,0,3,21
7.71767773112771,1,1,1,0.55,0.19,0,0,2,22
7.709342470353549,0,1,1,0.53,1.34,0,0,7,4
5.193221762555924,0,1,1,0.7,0.5,1,0,6,11
5.92601799166536,1,1,1,0.47,2.07,1,0,7,9
5.839758864313207,1,1,1,0.57,0.3,0,0,7,20
7.123257941108955,1,1,1,0.07,0.14,0,0,3,19
6.387331253315496,1,1,1,0.39,3.16,1,0,5,20
6.800846027231992,1,1,1,0.93,0.05,1,0,8,21
6.532933269410031,1,1,1,0.52,0.59,0,0,5,13
6.790055494782424,1,0,0,0.18,1.05,0,0,7,1
5.623808065814608,1,1,0,0.18,0.76,0,0,3,5
6.447364636366936,1,1,1,0.31,2.07,1,0,9,8
7.5808486695678114,1,1,1,0.02,0.08,0,0,9,20
6.741912784949976,0,1,1,0.82,0.17,1,0,7,10
6.967875754988095,1,1,1,0.38,0.61,0,0,8,16
5.809545718568342,1,1,1,0.09,0.81,0,0,4,11
5.484922562746544,1,1,0,0.94,1.5,1,0,3,11
6.346724444529892,0,1,1,0.66,0.95,1,0,9,18
7.370662931432458,1,1,1,0.42,0.92,0,0,3,2
6.999705511403449,1,0,1,0.59,0.33,0,0,11,12
6.3841668784985925,1,1,1,0.5,0.75,0,0,7,15
6.718704172201004,1,1,1,0.86,0.37,1,0,2,19
6.567280260169955,1,1,1,0.1,0.06,0,1,10,14
6.533282597371196,1,1,1,0.81,1.79,1,0,6,13
6.3186160698401785,1,1,1,0.36,0.35,0,1,10,18
6.506447912153443,1,1,1,0.38,1.38,0,0,12,4
5.787480255576573,1,1,1,0.69,0.18,1,0,10,18
7.659280966277044,1,0,1,0.34,0.29,0,0,10,6
6.818729530422325,1,1,1,0.34,3.45,1,0,5,11
7.163958371864733,1,1,1,0.63,0.09,1,0,12,10
5.961338057392355,1,1,1,0.13,0.18,0,0,3,12
5.567074104001707,1,1,1,0.37,0.11,0,0,10,11
5.872825754859044,1,0,1,0.83,1.08,1,0,9,6
6.732385204579637,1,1,1,0.1,1.9,0,0,8,14
6.941913013756009,1,0,1,0.87,0.13,1,0,6,7
5.905283835000041,1,0,1,0.04,0.46,0,0,4,11
6.077604432100035,1,1,1,0.88,0.48,1,0,8,11
7.528393231609268,1,1,1,0.53,0.37,0,0,8,13
5.512730004872586,1,1,1,0.76,2.08,1,0,8,9
7.204560972881435,1,1,1,0.28,0.43,0,0,8,13
6.789699457986792,1,0,1,0.43,0.42,0,0,10,7
6.39367655118746,1,1,1,0.26,1.77,0,0,6,5
7.723813936015081,0,1,1,0.39,1.52,0,0,10,19
6.467948540611407,0,1,0,0.38,0.45,0,0,5,19
6.862711158226059,0,1,1,0.32,3.21,1,0,1,8
6.338812122451756,1,1,1,0.78,0.13,1,0,3,23
7.191188938914167,1,1,1,0.04,0.35,0,0,6,6
7.728253470783159,1,1,1,0.88,0.7,1,0,12,20
6.319571124734056,1,0,1,0.19,1.31,0,0,10,0
5.990381230401152,1,1,0,0.58,0.42,0,0,1,14
6.339377483988868,1,1,1,0.73,0.17,1,0,1,15
6.612132865094921,1,1,1,0.01,0.25,0,1,7,16
7.222784267740779,1,1,1,0.54,0.72,0,0,3,5
6.5641762602354445,1,1,1,0.83,0.94,1,0,4,8
7.908742678513322,1,1,1,0.92,0.98,1,0,11,23
5.415302482495125,1,1,1,0.77,0.01,1,0,5,3
6.644934339171691,1,1,1,0.39,2.95,1,0,8,2
5.333091354244131,1,1,1,0.24,1.27,0,0,8,14
8.5,0,1,1,0.53,0.72,0,0,3,7
6.42536994292217,1,1,1,0.27,0.91,0,0,9,16
7.410197030089688,1,1,1,0.28,1.45,0,0,7,21
7.1311661698154,0,1,1,0.48,0.41,0,0,9,15
5.917013584900894,0,1,1,0.99,0.49,1,0,9,23
5.022451214280122,1,1,1,0.23,0.49,0,0,8,2
7.4387745082896926,1,1,1,0.48,1.38,0,0,12,17
6.932097236355931,1,1,1,0.8,1.93,1,0,4,21
7.495397210014304,1,1,1,0.49,4.84,1,0,11,10
7.1485728432900375,1,1,1,0.62,0.98,1,0,7,2
7.344604558078737,1,1,1,0.55,0.95,0,0,5,7
6.901277398517746,1,1,1,0.34,2.56,1,0,3,8
6.65669020782069,1,1,1,0.52,1.43,0,0,2,23
7.393850020604918,1,1,1,0.66,2.52,1,0,10,5
7.142062084673426,1,1,1,0.05,0.01,0,0,8,12
7.609417898990851,1,0,1,0.73,0.09,1,0,6,15
6.124700224918086,1,1,1,0.99,0.0,1,0,10,9
7.783619759193867,0,1,1,0.05,0.54,0,0,1,8
6.722808560528248,1,1,1,0.4,3.47,1,0,8,1
6.330269986009843,1,0,1,0.46,0.08,0,0,5,8
5.585964821380567,1,1,1,0.47,2.92,1,0,12,21
6.903612615553348,1,1,1,0.23,2.24,1,0,2,17
5.205575669853845,0,1,1,0.21,0.66,0,0,8,19
7.436916696728925,1,1,1,0.81,0.03,1,0,2,7
6.363500898128258,1,1,1,0.01,0.58,0,1,6,4
6.141837086638695,0,1,0,0.72,1.48,1,0,8,21
6.141153661300447,1,1,1,0.32,0.22,0,0,12,19
5.342822125790835,1,1,1,0.73,2.14,1,0,2,12
7.058574685159934,1,1,0,0.95,3.35,1,0,5,17
6.359114670457688,1,1,1,0.15,0.87,0,0,12,7
5.786792362441846,1,1,0,0.7,1.69,1,0,7,19
5.613800867871018,1,1,1,0.48,0.27,0,0,2,18
6.521305473631548,0,1,1,0.75,3.73,1,0,10,20
6.563149908200097,1,0,1,0.97,1.54,1,0,1,21
6.59428898161994,1,1,1,0.87,1.07,1,0,6,20
6.293297480401932,1,1,1,0.93,1.16,1,0,12,19
6.192340723994898,1,1,1,0.87,0.72,1,0,1,0
7.834584416760187,1,1,1,0.31,0.19,0,0,8,10
6.300603164601491,1,1,1,0.22,0.32,0,1,4,20
5.672988307781387,1,1,1,0.07,1.69,0,0,3,8
6.850197112620164,1,1,0,0.24,0.39,0,0,9,3
5.486334303174092,1,1,1,0.83,1.95,1,0,4,19
7.061553423771215,1,1,1,0.23,0.13,0,0,5,1
6.168400213235691,1,0,1,0.62,0.42,1,0,12,9
6.506187866966053,0,1,1,0.75,0.68,1,0,5,2
7.291415277926825,0,1,1,0.38,0.19,0,0,8,3
5.7125904886271135,0,1,1,0.62,0.8,1,0,2,3
6.720563298477542,1,1,1,0.63,4.68,1,0,10,7
5.720019054099263,0,1,1,0.61,0.6,1,0,1,17
5.043120496375696,1,1,1,0.41,0.95,0,0,12,20
7.160377007579006,1,1,1,0.15,1.08,0,0,3,20
4.815953580496463,1,1,1,0.33,0.97,0,0,7,1
5.624961588178991,1,1,1,0.74,1.22,1,0,9,20
5.668774943187109,1,1,1,0.22,1.98,0,0,9,1
5.84180631269143,1,1,1,0.44,0.78,0,0,5,18
6.2031873439858325,1,1,1,0.38,0.08,0,0,10,14
6.1465374736153535,1,0,1,0.86,0.61,1,0,2,19
5.828412842271014,1,0,1,0.7,2.57,1,0,1,3
5.3168237866624,1,1,1,0.12,1.18,0,0,4,9
6.231641013608162,0,1,1,0.12,1.96,0,0,8,13
6.574872406407207,1,0,1,0.53,0.62,0,0,7,9
5.090020240060478,0,1,1,0.69,0.06,1,0,6,7
7.682060276852237,1,1,0,0.45,0.5,0,0,8,5
6.706118281406918,1,1,1,0.59,0.32,0,0,4,3
6.386510306390853,1,1,1,0.75,1.57,1,0,1,9
5.7604863995136775,1,1,1,0.74,1.58,1,0,2,20
7.727616518924965,1,1,1,0.44,0.04,0,0,11,4
6.8371785955083135,0,1,0,0.28,0.17,0,0,1,22
6.859797176987746,0,1,0,0.92,0.3,1,0,12,12
6.005916017985648,1,1,1,0.46,1.09,0,1,8,9
7.926361774069512,1,1,1,0.82,0.16,1,0,3,4
6.405401534271838,1,1,1,0.99,0.4,1,0,3,5
7.700497103058281,1,1,1,0.07,0.15,0,0,7,9
7.25972109825336,1,0,1,0.01,1.71,0,0,8,13
7.223135806907451,1,1,1,0.29,0.2,0,0,5,14
6.47113968753677,1,0,1,0.12,0.93,0,0,4,6
6.889604639668118,1,1,1,0.45,0.46,0,0,2,6
6.895264606598136,1,1,1,0.92,0.41,1,0,4,8
7.351231788680869,0,1,1,0.93,0.3,1,0,7,12
6.959832128140689,1,1,1,0.22,3.11,1,0,2,20
7.36997246305274,1,1,1,0.69,2.88,1,0,4,2
6.878766486234848,1,1,1,0.94,0.02,1,0,5,6
7.613250832901618,1,1,1,0.01,0.67,0,0,5,23
7.654913179882236,0,0,1,0.66,0.46,1,0,11,20
6.33939087862828,1,1,1,0.7,0.12,1,0,3,11
6.570585746829065,0,1,1,0.54,0.98,0,0,11,2
7.514376351436194,0,1,1,0.8,0.12,1,0,4,23
7.107863118242963,1,1,1,0.95,0.62,1,0,9,19
5.871216119464116,1,1,1,0.67,1.18,1,0,1,20
5.681789024056265,1,1,1,0.11,0.69,0,0,7,19
7.657846332481562,1,0,1,0.2,6.77,1,0,7,14
5.835647314195378,1,1,1,0.59,1.93,0,0,5,9
6.015886545174793,1,1,1,0.59,0.03,0,0,12,9
7.909665811412573,1,1,1,0.22,0.65,0,0,5,18
6.663753062859711,1,1,1,0.02,0.53,0,0,8,20
7.101497029643793,0,1,1,0.96,3.3,1,0,12,10
5.065760715226927,1,1,1,0.7,0.2,1,0,7,20
7.151508418682867,1,0,0,0.05,0.61,0,0,10,23
6.22724001424084,1,1,1,0.09,0.74,0,1,7,2
5.046914364835215,1,1,1,0.39,2.75,1,0,12,12
5.638113401544874,0,1,1,0.64,0.5,1,0,5,8
5.966581805711305,1,1,1,0.68,1.93,1,0,1,14
