umidade,nitrogenio,fosforo,postassio,probabilidade_precipitacao,chuva_3h,bloqueio_meteorológico,estado_bomba,mes,hora
26.982333294386223,1,0,0,0.06,0.43,0,0,3,14
24.20886807434215,1,0,1,0.57,1.73,0,0,11,11
33.41991316497153,1,1,1,0.36,1.54,0,0,9,16
35.71762821557489,1,1,0,0.88,0.12,1,0,6,20
30.69009838514404,0,0,1,0.27,0.14,0,0,12,12
50.96027299410328,1,1,1,0.48,0.33,0,0,5,9
33.5115701830243,1,1,1,0.07,1.4,0,0,2,20
32.833207990698625,1,0,1,0.89,0.09,1,0,3,12
41.152398669720185,1,1,1,0.62,3.12,1,0,3,16
26.559278826205507,1,1,1,0.02,0.3,0,0,10,5
35.16990698431274,1,1,1,0.29,0.44,0,0,2,23
16.082835977130877,0,1,1,0.12,1.39,0,0,2,4
46.79536879410763,0,1,1,0.63,1.37,1,0,9,2
34.887735825875474,1,1,1,0.05,3.86,1,0,1,6
33.77279557129269,1,1,0,0.68,0.75,1,0,9,21
51.72317754877282,1,1,1,0.64,0.26,1,0,4,7
50.87068856259178,0,1,1,0.34,0.03,0,0,1,14
27.244250309848216,1,1,0,0.38,1.71,0,0,5,21
36.66039120460364,1,1,1,0.54,0.05,0,0,5,9
22.643987166585934,1,1,1,0.17,1.42,0,0,1,6
42.74796051534843,1,1,1,0.23,1.84,0,0,3,1
52.13118494702812,1,1,0,0.97,0.83,1,0,3,9
43.90711654133551,1,1,1,0.82,3.41,1,0,4,14
20.215783105927613,1,1,1,0.31,0.03,0,1,4,12
55.538698940032496,1,1,1,0.89,0.1,1,0,1,3
43.65181040302646,1,1,1,0.07,0.17,0,0,3,12
50.19717515783244,1,0,1,0.03,3.25,1,0,9,20
61.19328387894594,1,1,0,0.46,0.06,0,0,10,6
49.032622177678206,0,1,1,0.37,0.3,0,0,9,7
37.40537265382099,1,0,0,0.92,0.08,1,0,1,15
43.3731809391647,1,1,1,0.9,1.96,1,0,6,14
37.48056923549389,1,1,1,0.96,0.46,1,0,5,3
41.19886169945577,1,1,1,0.87,1.09,1,0,6,13
49.68781982049474,1,1,1,0.94,0.05,1,0,8,0
16.93286108027106,1,1,1,0.48,0.08,0,0,10,11
27.526929413747865,1,1,1,0.59,0.22,0,0,6,13
46.99161263558719,1,0,1,0.71,0.66,1,0,2,18
38.33976439817591,1,1,1,0.0,0.65,0,0,6,19
50.85902730002629,1,1,1,0.67,2.76,1,0,4,4
30.36558127767139,1,1,0,0.24,0.29,0,0,7,20
38.31082509821515,1,1,1,0.76,1.55,1,0,2,8
31.033395479329187,0,1,1,0.35,0.22,0,0,4,6
16.66712344362875,1,1,1,0.44,0.47,0,0,3,10
39.7002878404188,1,1,1,0.77,0.0,1,0,10,7
37.41738786457075,1,1,1,0.83,0.76,1,0,7,11
51.39759237640342,1,1,1,0.46,0.56,0,0,11,10
48.053105567846536,0,1,0,0.54,1.3,0,0,4,12
39.646949620945854,1,1,1,0.33,0.96,0,0,1,20
39.61311974246551,1,1,1,0.12,1.33,0,0,1,8
44.45179993365266,0,1,1,0.76,0.0,1,0,1,18
34.55621410560143,1,1,1,0.63,0.65,1,0,2,8
45.66143288858912,1,1,1,0.83,2.37,1,0,1,19
32.433058817385664,1,1,1,0.54,4.44,1,0,7,23
50.950499115555104,1,1,1,0.39,0.22,0,0,2,4
46.58280498552674,1,0,1,0.4,1.36,0,0,7,21
45.36692944392862,1,1,1,0.59,1.64,0,0,12,4
41.18484305625659,1,1,1,0.98,0.08,1,0,11,22
39.46454347707573,1,1,1,0.09,0.17,0,0,7,16
41.47586541109227,1,1,1,0.86,0.75,1,0,5,16
51.22352234462833,1,1,1,0.35,0.41,0,0,4,19
41.74715013837151,1,1,1,0.57,1.06,0,0,11,9
38.20872695611991,1,1,0,0.69,1.65,1,0,12,20
35.109400275459066,1,1,0,0.46,0.56,0,0,8,11
24.92682086163623,1,1,1,0.15,1.02,0,0,5,16
28.11345769299552,0,1,1,0.6,0.46,1,0,11,13
36.62545688702463,1,1,1,0.75,0.18,1,0,12,14
39.34386992454022,1,1,1,0.37,1.39,0,0,12,1
46.06381425898698,1,1,1,0.64,0.7,1,0,4,14
40.67567748667464,1,1,0,0.76,0.05,1,0,12,3
34.76380834526421,1,1,1,0.45,0.13,0,1,4,2
30.712636844672154,1,1,1,0.61,0.02,1,0,4,3
30.095760493831584,1,1,1,1.0,0.42,1,0,5,16
46.77023908845859,1,1,1,0.8,0.37,1,0,5,1
58.163432377579056,1,1,1,0.7,0.23,1,0,11,2
28.803079699050837,1,1,1,0.59,1.68,0,1,8,3
41.245520654403855,1,1,1,0.59,1.47,0,0,7,7
53.37851786824477,1,1,1,0.54,1.96,0,0,8,1
31.86223644192752,0,1,1,0.62,2.34,1,0,8,17
55.79636935391414,1,1,1,0.26,0.17,0,0,5,1
30.83411083200948,1,1,1,0.41,0.88,0,1,1,3
16.4628131293556,1,1,1,0.6,0.95,1,0,9,1
47.10486294634533,1,1,1,0.74,0.49,1,0,11,5
61.011258622585885,1,1,1,0.18,3.28,1,0,1,0
37.676913626745815,1,1,1,0.26,0.31,0,0,3,23
54.15732504782164,1,0,0,0.6,1.99,1,0,8,19
36.379750594923806,1,1,1,0.7,0.33,1,0,12,12
53.690727998632966,1,1,1,0.9,0.17,1,0,6,10
29.94079636499309,0,1,0,0.19,0.99,0,0,5,15
30.627747478306997,0,1,1,0.62,0.68,1,0,10,15
30.52201147517023,1,1,1,0.89,1.43,1,0,4,1
54.27666334959345,1,0,1,0.2,0.01,0,0,3,15
47.94428317255134,1,0,1,0.68,0.2,1,0,2,0
36.81465738970427,0,0,1,0.51,0.16,0,0,5,18
54.28719521446579,1,1,1,0.68,1.19,1,0,9,2
46.95402474550298,1,1,1,0.16,0.1,0,0,1,22
44.28834389518164,0,1,1,0.46,0.31,0,0,3,1
50.541847187539545,1,1,1,0.14,0.07,0,0,6,16
45.58329553962085,1,1,1,0.99,0.32,1,0,8,23
52.0149424367736,0,1,1,0.26,1.41,0,0,9,15
34.898111182367266,1,0,1,0.26,1.04,0,0,9,18
21.044528622872388,0,1,1,0.19,2.33,1,0,1,21
52.89853255374465,1,1,1,0.75,0.03,1,0,1,5
50.15227292935752,1,0,1,0.64,0.27,1,0,4,3
41.44279990424723,1,1,1,0.89,0.74,1,0,12,12
37.4313878342942,1,1,1,0.32,6.31,1,0,2,4
25.007611848343004,1,1,1,0.03,0.6,0,0,7,17
56.86232507269156,1,1,1,0.76,0.91,1,0,7,6
41.3071873237859,1,1,1,0.79,0.11,1,0,6,10
45.454695608642936,1,0,1,0.71,2.09,1,0,6,16
38.85472859586266,1,1,1,0.09,0.19,0,0,5,10
34.811408804487904,1,1,1,0.39,1.06,0,0,6,2
51.900277024252325,1,1,1,0.24,0.37,0,0,1,0
42.55593830171393,1,1,1,0.24,0.73,0,0,7,7
56.76902867928216,1,1,1,0.85,2.28,1,0,9,21
42.89645201397941,1,0,1,0.48,0.24,0,0,3,16
31.126705411442288,0,1,1,0.92,0.97,1,0,2,2
44.258383613403765,1,1,1,0.31,0.37,0,0,5,19
49.3048775702404,0,1,1,0.84,0.7,1,0,2,3
40.85968564615918,1,1,1,0.77,0.1,1,0,10,16
38.050938163214425,1,1,1,0.15,0.39,0,0,9,5
44.25552706909018,1,1,1,0.42,1.11,0,0,11,13
48.03468429246364,0,1,1,0.92,0.04,1,0,12,9
26.036016073844355,1,1,1,0.11,1.02,0,1,12,12
33.566423287469696,0,0,1,0.28,0.45,0,0,8,22
23.871490652358315,0,1,0,0.46,0.08,0,0,6,19
39.14440157720529,1,1,1,0.52,0.09,0,0,12,14
38.249386457103626,1,0,1,0.71,0.46,1,0,7,22
55.42333187624831,1,1,1,0.59,4.43,1,0,8,20
36.20108791312416,1,1,1,0.03,1.73,0,0,5,8
39.81914899291891,1,1,0,0.52,9.38,1,0,9,2
20.22142443443229,1,1,1,0.79,0.73,1,0,4,5
41.83718062452465,1,1,0,0.87,1.02,1,0,9,9
29.34968993093192,1,1,0,0.62,1.11,1,0,3,8
41.88041386669467,1,1,1,0.67,0.93,1,0,8,4
51.72392797618855,1,1,1,0.24,3.72,1,0,11,11
40.687655768043456,1,1,1,0.95,0.99,1,0,11,22
40.11703133243597,1,1,0,0.57,0.7,0,0,2,12
55.50529697021785,1,1,1,0.41,0.59,0,0,8,4
45.19047121744642,1,1,1,0.55,0.4,0,0,5,18
47.80756803908895,1,1,1,0.73,0.29,1,0,1,10
57.84806561673555,1,1,1,0.16,0.17,0,0,7,14
36.73167187488403,1,1,1,0.26,0.23,0,0,9,1
36.76902543444297,0,1,1,0.76,0.28,1,0,7,13
25.91416234457442,1,1,1,0.89,1.6,1,0,2,2
10.0,1,0,1,0.54,1.2,0,0,11,11
50.926163901483314,1,1,0,0.99,1.39,1,0,3,12
46.49129579195258,1,1,1,0.81,1.07,1,0,7,5
53.30110513965589,1,1,1,0.9,0.84,1,0,1,1
25.35768403337615,1,0,1,0.3,0.45,0,0,6,15
24.017923915558395,1,1,1,0.46,1.78,0,1,6,20
48.27259735087681,1,1,1,0.67,0.48,1,0,12,19
55.670778268193146,1,1,1,0.01,0.21,0,0,9,19
57.20840282417579,1,1,1,0.22,1.85,0,0,1,12
48.48525965499337,1,1,1,0.26,0.32,0,0,10,0
38.55526930778308,1,0,1,0.73,0.45,1,0,9,18
60.30520782006158,1,1,1,0.4,1.09,0,0,2,7
49.565843074841005,0,0,1,0.72,0.19,1,0,4,4
41.11849094468664,1,1,0,0.04,1.81,0,0,7,9
32.27774438698739,1,1,1,0.93,0.45,1,0,3,5
35.478013374225426,0,1,1,0.13,0.48,0,0,12,7
47.69991045929277,1,1,1,1.0,2.19,1,0,3,0
38.38020816043867,1,1,1,0.72,1.31,1,0,10,20
42.13231401079602,0,1,0,0.16,1.74,0,0,8,21
34.86825182015555,1,1,0,0.28,0.06,0,0,12,10
26.938792324852173,0,1,1,0.34,0.7,0,0,10,7
19.052028198762784,1,1,1,0.14,0.52,0,1,3,3
44.39778430568191,1,1,1,0.53,0.2,0,0,10,23
25.03818088210391,1,0,1,0.95,0.88,1,0,12,22
27.083395372897137,1,1,1,0.27,0.78,0,1,3,9
50.13450146824958,1,0,1,0.08,1.13,0,0,6,18
53.67012283409228,1,1,0,0.55,0.04,0,0,4,8
31.421731038647003,1,1,0,0.7,0.27,1,0,3,0
26.14340694238552,1,0,1,0.7,0.08,1,0,12,15
38.24426006063583,1,1,1,0.76,0.71,1,0,3,5
68.7422151356437,1,1,1,0.37,0.29,0,0,11,8
43.18468659568456,1,0,1,0.19,1.4,0,0,12,16
48.67883763138015,1,1,1,0.52,0.35,0,0,3,11
56.70425710769692,1,0,1,0.27,0.51,0,0,5,6
47.87441850129438,1,1,1,0.63,0.84,1,0,11,1
59.73536895935109,1,1,1,0.25,1.82,0,0,9,10
53.876417439143424,1,1,0,0.86,0.18,1,0,6,1
44.74754492482802,0,1,1,0.19,0.37,0,0,12,17
53.35376993137136,1,1,1,0.76,0.59,1,0,8,19
24.509166963951348,1,1,1,0.62,1.17,1,0,1,23
45.355831102847006,1,0,1,0.96,0.85,1,0,8,2
25.00984039541599,1,1,1,0.95,1.3,1,0,1,4
37.27942909631185,1,1,1,0.69,0.89,1,0,10,20
33.49634704762588,1,1,1,0.1,0.49,0,1,4,18
33.38531554201651,1,1,1,0.41,0.64,0,1,3,19
51.28485440133692,1,1,0,0.34,2.33,1,0,3,3
57.16755372356906,1,1,1,0.85,0.57,1,0,5,1
29.75742927977507,1,0,1,0.59,0.43,0,0,2,4
46.42981015628163,1,1,1,0.15,0.24,0,0,3,21
45.46826175279908,1,1,1,0.55,0.19,0,0,2,22
49.02700271271146,0,1,1,0.53,1.34,0,0,7,4
37.8720643614395,0,1,1,0.7,0.5,1,0,6,11
38.180233732030224,1,1,1,0.47,2.07,1,0,7,9
36.6583007487006,1,1,1,0.57,0.3,0,0,7,20
27.93803394554751,1,1,1,0.07,0.14,0,0,3,19
24.06788638200045,1,1,1,0.39,3.16,1,0,5,20
19.48889983838289,1,1,1,0.93,0.05,1,0,8,21
37.47578103109903,1,1,1,0.52,0.59,0,0,5,13
64.47280936915868,1,0,0,0.18,1.05,0,0,7,1
46.516151251009845,1,1,0,0.18,0.76,0,0,3,5
31.58067468388085,1,1,1,0.31,2.07,1,0,9,8
45.67470122154313,1,1,1,0.02,0.08,0,0,9,20
33.29113018666109,0,1,1,0.82,0.17,1,0,7,10
54.52077133719737,1,1,1,0.38,0.61,0,0,8,16
23.73381252622487,1,1,1,0.09,0.81,0,0,4,11
23.33417428083237,1,1,0,0.94,1.5,1,0,3,11
35.3048995104824,0,1,1,0.66,0.95,1,0,9,18
29.40425922241684,1,1,1,0.42,0.92,0,0,3,2
52.74986866100366,1,0,1,0.59,0.33,0,0,11,12
38.228368190583325,1,1,1,0.5,0.75,0,0,7,15
43.3699000316973,1,1,1,0.86,0.37,1,0,2,19
33.28435360311617,1,1,1,0.1,0.06,0,1,10,14
26.37780409123911,1,1,1,0.81,1.79,1,0,6,13
17.392740700060322,1,1,1,0.36,0.35,0,1,10,18
64.12553997801652,1,1,1,0.38,1.38,0,0,12,4
19.028705832823043,1,1,1,0.69,0.18,1,0,10,18
45.8470255769592,1,0,1,0.34,0.29,0,0,10,6
39.02723039920889,1,1,1,0.34,3.45,1,0,5,11
45.77062429293128,1,1,1,0.63,0.09,1,0,12,10
52.77471784837375,1,1,1,0.13,0.18,0,0,3,12
19.835293241566376,1,1,1,0.37,0.11,0,0,10,11
38.431858959746776,1,0,1,0.83,1.08,1,0,9,6
50.68283795669513,1,1,1,0.1,1.9,0,0,8,14
39.19941390363809,1,0,1,0.87,0.13,1,0,6,7
39.02205002915797,1,0,1,0.04,0.46,0,0,4,11
44.54799954387089,1,1,1,0.88,0.48,1,0,8,11
50.701653461659134,1,1,1,0.53,0.37,0,0,8,13
45.51360301903346,1,1,1,0.76,2.08,1,0,8,9
40.51393882058653,1,1,1,0.28,0.43,0,0,8,13
51.42126219001099,1,0,1,0.43,0.42,0,0,10,7
44.07191338264288,1,1,1,0.26,1.77,0,0,6,5
42.335340394117466,0,1,1,0.39,1.52,0,0,10,19
51.31556531312785,0,1,0,0.38,0.45,0,0,5,19
30.900314049915224,0,1,1,0.32,3.21,1,0,1,8
45.14840976193504,1,1,1,0.78,0.13,1,0,3,23
35.721138950095444,1,1,1,0.04,0.35,0,0,6,6
42.51542716980804,1,1,1,0.88,0.7,1,0,12,20
59.151288560405234,1,0,1,0.19,1.31,0,0,10,0
41.344662763296974,1,1,0,0.58,0.42,0,0,1,14
46.24750561988691,1,1,1,0.73,0.17,1,0,1,15
24.522196162970687,1,1,1,0.01,0.25,0,1,7,16
34.79572514735717,1,1,1,0.54,0.72,0,0,3,5
16.810600184236925,1,1,1,0.83,0.94,1,0,4,8
31.68357675850319,1,1,1,0.92,0.98,1,0,11,23
46.79534988109529,1,1,1,0.77,0.01,1,0,5,3
24.49498033159396,1,1,1,0.39,2.95,1,0,8,2
40.88469457851403,1,1,1,0.24,1.27,0,0,8,14
45.18095978931744,0,1,1,0.53,0.72,0,0,3,7
42.71849504207779,1,1,1,0.27,0.91,0,0,9,16
26.946812891328022,1,1,1,0.28,1.45,0,0,7,21
31.858552956865992,0,1,1,0.48,0.41,0,0,9,15
55.64364203137739,0,1,1,0.99,0.49,1,0,9,23
34.98723127483721,1,1,1,0.23,0.49,0,0,8,2
35.91844432065154,1,1,1,0.48,1.38,0,0,12,17
33.72534084591553,1,1,1,0.8,1.93,1,0,4,21
38.64950610713049,1,1,1,0.49,4.84,1,0,11,10
54.557151382696745,1,1,1,0.62,0.98,1,0,7,2
39.77303687964694,1,1,1,0.55,0.95,0,0,5,7
39.31046194502129,1,1,1,0.34,2.56,1,0,3,8
43.18800431089379,1,1,1,0.52,1.43,0,0,2,23
44.096192571850864,1,1,1,0.66,2.52,1,0,10,5
43.928989119887504,1,1,1,0.05,0.01,0,0,8,12
39.198818962601415,1,0,1,0.73,0.09,1,0,6,15
40.73993672266465,1,1,1,0.99,0.0,1,0,10,9
50.35033652313233,0,1,1,0.05,0.54,0,0,1,8
20.65289636617061,1,1,1,0.4,3.47,1,0,8,1
28.71979305354586,1,0,1,0.46,0.08,0,0,5,8
56.5093761529934,1,1,1,0.47,2.92,1,0,12,21
39.993050446557824,1,1,1,0.23,2.24,1,0,2,17
23.829122223803783,0,1,1,0.21,0.66,0,0,8,19
53.78467355453808,1,1,1,0.81,0.03,1,0,2,7
26.51532438161641,1,1,1,0.01,0.58,0,1,6,4
51.37615864648086,0,1,0,0.72,1.48,1,0,8,21
55.68833500445676,1,1,1,0.32,0.22,0,0,12,19
64.37249538940756,1,1,1,0.73,2.14,1,0,2,12
17.148220001255446,1,1,0,0.95,3.35,1,0,5,17
38.798920112422174,1,1,1,0.15,0.87,0,0,12,7
35.080797094337136,1,1,0,0.7,1.69,1,0,7,19
40.10642088801034,1,1,1,0.48,0.27,0,0,2,18
44.77696345671433,0,1,1,0.75,3.73,1,0,10,20
35.93598638723681,1,0,1,0.97,1.54,1,0,1,21
52.413823468435226,1,1,1,0.87,1.07,1,0,6,20
32.62948641946733,1,1,1,0.93,1.16,1,0,12,19
25.933248775247502,1,1,1,0.87,0.72,1,0,1,0
42.93871586700225,1,1,1,0.31,0.19,0,0,8,10
25.17202130911405,1,1,1,0.22,0.32,0,1,4,20
53.522269476068,1,1,1,0.07,1.69,0,0,3,8
29.45247561205747,1,1,0,0.24,0.39,0,0,9,3
40.8503576755557,1,1,1,0.83,1.95,1,0,4,19
51.39367513097778,1,1,1,0.23,0.13,0,0,5,1
21.447154338386863,1,0,1,0.62,0.42,1,0,12,9
33.122470038362614,0,1,1,0.75,0.68,1,0,5,2
40.11097304552196,0,1,1,0.38,0.19,0,0,8,3
59.38338593966888,0,1,1,0.62,0.8,1,0,2,3
33.754581685979176,1,1,1,0.63,4.68,1,0,10,7
51.8259535235354,0,1,1,0.61,0.6,1,0,1,17
32.159539772255,1,1,1,0.41,0.95,0,0,12,20
43.18588321915208,1,1,1,0.15,1.08,0,0,3,20
33.59957621989203,1,1,1,0.33,0.97,0,0,7,1
48.40330058461244,1,1,1,0.74,1.22,1,0,9,20
32.3741641122198,1,1,1,0.22,1.98,0,0,9,1
44.97345294998068,1,1,1,0.44,0.78,0,0,5,18
37.80593652458892,1,1,1,0.38,0.08,0,0,10,14
42.26047518191427,1,0,1,0.86,0.61,1,0,2,19
56.36717656085405,1,0,1,0.7,2.57,1,0,1,3
37.97441983166137,1,1,1,0.12,1.18,0,0,4,9
43.92157805582546,0,1,1,0.12,1.96,0,0,8,13
45.12076031426484,1,0,1,0.53,0.62,0,0,7,9
37.36181669488564,0,1,1,0.69,0.06,1,0,6,7
32.13584373856176,1,1,0,0.45,0.5,0,0,8,5
51.226053373707806,1,1,1,0.59,0.32,0,0,4,3
62.09886524661184,1,1,1,0.75,1.57,1,0,1,9
43.61874533998937,1,1,1,0.74,1.58,1,0,2,20
46.528825237178594,1,1,1,0.44,0.04,0,0,11,4
54.449606232294464,0,1,0,0.28,0.17,0,0,1,22
34.68111423070689,0,1,0,0.92,0.3,1,0,12,12
31.633648523804315,1,1,1,0.46,1.09,0,1,8,9
47.81942535451918,1,1,1,0.82,0.16,1,0,3,4
59.54266628829591,1,1,1,0.99,0.4,1,0,3,5
32.03108693765303,1,1,1,0.07,0.15,0,0,7,9
38.32924378518461,1,0,1,0.01,1.71,0,0,8,13
46.06804420963159,1,1,1,0.29,0.2,0,0,5,14
41.64205435948704,1,0,1,0.12,0.93,0,0,4,6
26.812584002879653,1,1,1,0.45,0.46,0,0,2,6
25.07817291972441,1,1,1,0.92,0.41,1,0,4,8
43.97779804098037,0,1,1,0.93,0.3,1,0,7,12
40.61595626222742,1,1,1,0.22,3.11,1,0,2,20
44.00632879153182,1,1,1,0.69,2.88,1,0,4,2
38.10810511306271,1,1,1,0.94,0.02,1,0,5,6
37.85715413346935,1,1,1,0.01,0.67,0,0,5,23
36.073581187379176,0,0,1,0.66,0.46,1,0,11,20
19.982598325237383,1,1,1,0.7,0.12,1,0,3,11
32.46482198947604,0,1,1,0.54,0.98,0,0,11,2
40.285916081312536,0,1,1,0.8,0.12,1,0,4,23
27.18570293661721,1,1,1,0.95,0.62,1,0,9,19
47.744694837016766,1,1,1,0.67,1.18,1,0,1,20
34.81432277860221,1,1,1,0.11,0.69,0,0,7,19
31.434079496513327,1,0,1,0.2,6.77,1,0,7,14
30.014844163567652,1,1,1,0.59,1.93,0,0,5,9
45.50941719650141,1,1,1,0.59,0.03,0,0,12,9
34.13059793932885,1,1,1,0.22,0.65,0,0,5,18
45.79507905784626,1,1,1,0.02,0.53,0,0,8,20
16.578801525425547,0,1,1,0.96,3.3,1,0,12,10
51.62369855420656,1,1,1,0.7,0.2,1,0,7,20
48.680297068374415,1,0,0,0.05,0.61,0,0,10,23
29.49690856827924,1,1,1,0.09,0.74,0,1,7,2
64.54396820321617,1,1,1,0.39,2.75,1,0,12,12
28.732321546327068,0,1,1,0.64,0.5,1,0,5,8
36.67010173056013,1,1,1,0.68,1.93,1,0,1,14
50.56258453447951,1,1,1,0.7,1.71,1,0,6,6
